133.24|266.49
30.16|60.33
631.25|1262.49
517.74|1035.48
564.83|1129.67
711.37|1422.74
939.95|1879.90
254.89|509.79
688.05|1376.09
216.62|433.25
818.37|1636.74
604.67|1209.33
486.10|972.20
272.93|545.87
12.15|24.31
463.74|927.48
988.84|1977.68
473.35|946.70
239.20|478.40
399.98|799.97
164.53|329.05
788.12|1576.23
427.62|855.25
680.13|1360.27
475.22|950.44
60.25|120.50
208.81|417.62
355.66|711.31
123.68|247.36
574.24|1148.48
775.41|1550.82
548.72|1097.43
950.93|1901.86
895.19|1790.38
864.18|1728.36
826.27|1652.54
221.93|443.86
510.30|1020.60
650.24|1300.48
498.83|997.66
823.39|1646.78
726.10|1452.20
854.68|1709.35
624.82|1249.63
800.02|1600.05
675.30|1350.59
377.83|755.67
128.00|256.00
246.65|493.29
642.97|1285.95
97.68|195.35
738.24|1476.48
208.97|417.93
146.35|292.71
60.66|121.31
643.55|1287.10
759.98|1519.95
576.09|1152.18
496.95|993.91
790.59|1581.18
41.81|83.62
609.28|1218.56
179.76|359.52
790.91|1581.81
969.03|1938.06
476.87|953.74
673.04|1346.07
369.61|739.22
509.02|1018.05
188.10|376.21
584.40|1168.80
154.35|308.69
988.33|1976.66
47.17|94.34
759.29|1518.58
618.49|1236.99
987.58|1975.16
268.12|536.24
49.42|98.84
849.48|1698.95
563.33|1126.67
888.65|1777.29
922.42|1844.85
381.53|763.05
818.26|1636.52
690.44|1380.88
26.55|53.09
971.88|1943.75
238.56|477.12
465.98|931.96
594.77|1189.53
304.99|609.98
890.12|1780.25
266.04|532.07
629.94|1259.88
989.29|1978.58
874.02|1748.04
703.02|1406.05
619.18|1238.36
773.84|1547.69
458.05|916.09
578.37|1156.73
558.15|1116.30
430.26|860.52
657.92|1315.84
339.41|678.83
911.25|1822.50
211.23|422.45
223.08|446.17
283.76|567.52
709.69|1419.39
293.79|587.57
331.90|663.80
701.14|1402.29
106.74|213.47
117.51|235.03
457.35|914.71
49.69|99.39
502.93|1005.85
686.44|1372.88
950.91|1901.82
17.46|34.91
331.50|663.01
123.89|247.77
181.46|362.93
111.55|223.11
733.82|1467.63
142.54|285.08
505.98|1011.96
121.85|243.69
331.06|662.12
93.98|187.97
781.83|1563.65
684.35|1368.70
853.73|1707.46
555.03|1110.05
123.11|246.22
521.28|1042.56
980.57|1961.15
73.93|147.85
788.19|1576.37
65.02|130.04
981.03|1962.05
788.32|1576.65
872.84|1745.69
104.84|209.68
751.32|1502.64
906.73|1813.45
524.51|1049.01
143.50|287.00
573.35|1146.71
168.33|336.66
968.89|1937.78
633.74|1267.47
226.18|452.36
776.90|1553.79
780.27|1560.53
122.22|244.44
618.50|1237.01
537.70|1075.40
881.10|1762.20
873.05|1746.09
19.10|38.21
300.35|600.69
455.17|910.34
385.27|770.54
643.50|1287.00
988.37|1976.75
888.59|1777.18
795.25|1590.49
477.62|955.23
514.98|1029.95
735.33|1470.65
922.76|1845.53
530.04|1060.08
397.95|795.90
565.57|1131.14
674.32|1348.65
164.17|328.34
912.20|1824.40
472.46|944.93
192.85|385.70
595.25|1190.49
67.64|135.28
852.62|1705.24
134.06|268.12
866.64|1733.28
123.71|247.41
719.78|1439.57
272.28|544.56
915.69|1831.39
673.15|1346.29
873.73|1747.46
826.36|1652.73
451.58|903.17
838.33|1676.67
733.69|1467.37
981.80|1963.61
31.41|62.82
974.92|1949.85
464.30|928.60
599.01|1198.02
655.30|1310.60
201.04|402.07
279.47|558.94
74.21|148.43
791.06|1582.12
212.19|424.39
638.85|1277.70
666.77|1333.54
788.80|1577.60
559.00|1117.99
789.09|1578.18
857.58|1715.17
342.81|685.61
919.01|1838.01
910.16|1820.32
51.06|102.13
783.59|1567.19
366.18|732.37
419.32|838.64
904.84|1809.68
479.92|959.85
351.72|703.44
459.61|919.22
56.67|113.34
671.00|1341.99
524.57|1049.14
304.85|609.71
76.92|153.85
937.63|1875.26
479.45|958.91
997.61|1995.22
984.70|1969.40
393.85|787.69
693.30|1386.60
273.20|546.40
464.56|929.12
779.43|1558.86
175.87|351.74
49.77|99.55
616.21|1232.42
254.08|508.15
617.81|1235.63
51.99|103.98
72.82|145.64
923.23|1846.45
464.77|929.55
520.61|1041.21
662.26|1324.52
150.97|301.95
939.69|1879.38
231.92|463.84
88.02|176.03
45.37|90.74
522.03|1044.07
409.33|818.66
658.30|1316.60
965.11|1930.22
148.29|296.57
616.33|1232.66
7.93|15.86
584.81|1169.62
344.41|688.82
795.09|1590.19
659.40|1318.80
405.89|811.78
334.53|669.06
533.05|1066.11
328.70|657.41
191.26|382.51
432.03|864.07
966.50|1933.00
471.42|942.85
410.26|820.51
682.26|1364.51
778.57|1557.14
997.13|1994.26
380.58|761.16
796.15|1592.29
875.24|1750.49
911.77|1823.54
738.58|1477.16
901.34|1802.69
502.61|1005.22
535.06|1070.12
288.61|577.23
402.78|805.56
245.01|490.01
742.63|1485.25
250.65|501.29
644.66|1289.33
321.59|643.18
123.73|247.45
686.67|1373.35
479.06|958.13
594.71|1189.43
372.78|745.55
932.27|1864.55
364.61|729.22
494.23|988.46
813.47|1626.94
63.25|126.50
454.62|909.24
258.40|516.80
382.77|765.54
803.12|1606.23
392.77|785.55
67.29|134.57
478.09|956.18
374.52|749.04
454.98|909.95
732.82|1465.63
29.68|59.36
737.00|1474.00
261.76|523.52
50.42|100.84
397.34|794.68
916.72|1833.43
703.26|1406.51
110.03|220.07
564.04|1128.07
953.25|1906.51
0.44|0.88
42.77|85.55
55.69|111.38
572.05|1144.09
25.08|50.17
999.51|1999.01
600.48|1200.96
174.10|348.21
814.98|1629.95
860.62|1721.24
559.79|1119.58
742.52|1485.05
469.74|939.49
565.92|1131.84
180.88|361.75
492.29|984.57
415.10|830.21
481.36|962.73
324.48|648.95
870.36|1740.72
180.14|360.28
775.25|1550.50
145.01|290.03
13.00|26.00
474.07|948.14
958.50|1917.00
940.63|1881.27
144.24|288.47
175.83|351.67
246.09|492.17
510.22|1020.44
919.32|1838.64
616.02|1232.05
449.26|898.53
201.06|402.12
209.02|418.04
655.42|1310.83
873.24|1746.47
396.91|793.82
4.67|9.35
256.68|513.35
385.36|770.72
966.46|1932.92
917.52|1835.05
403.89|807.78
694.95|1389.90
962.99|1925.99
33.79|67.59
845.01|1690.02
629.87|1259.74
330.90|661.79
38.07|76.14
871.59|1743.19
759.60|1519.20
443.28|886.55
239.34|478.67
947.07|1894.13
814.51|1629.03
777.22|1554.43
918.45|1836.90
787.39|1574.79
748.65|1497.30
204.27|408.53
186.62|373.24
32.09|64.17
191.89|383.78
546.67|1093.34
985.07|1970.14
918.75|1837.50
630.68|1261.35
401.13|802.27
770.29|1540.58
509.54|1019.09
391.42|782.84
721.83|1443.67
430.72|861.43
716.88|1433.75
948.42|1896.85
508.62|1017.24
942.17|1884.34
547.99|1095.98
499.60|999.20
665.72|1331.43
703.04|1406.08
83.06|166.12
619.79|1239.59
855.16|1710.32
29.17|58.35
726.15|1452.30
901.91|1803.82
93.19|186.37
421.39|842.78
571.30|1142.61
446.46|892.93
900.19|1800.37
799.94|1599.87
232.56|465.12
989.14|1978.27
391.34|782.69
417.70|835.41
848.96|1697.92
45.88|91.77
218.77|437.55
615.31|1230.62
11.01|22.03
748.21|1496.43
278.95|557.89
427.19|854.39
101.29|202.58
825.73|1651.47
824.16|1648.32
305.03|610.07
98.26|196.52
191.81|383.62
793.31|1586.62
261.10|522.20
220.68|441.35
822.17|1644.35
133.77|267.54
702.44|1404.88
783.45|1566.90
216.18|432.36
706.38|1412.76
812.72|1625.44
668.33|1336.67
450.93|901.87
597.53|1195.07
967.79|1935.59
671.24|1342.48
418.25|836.50
74.82|149.64
405.38|810.77
12.88|25.76
665.48|1330.97
350.69|701.38
895.94|1791.88
133.35|266.69
85.69|171.38
967.97|1935.95
138.52|277.04
627.82|1255.64
389.98|779.96
657.96|1315.92
944.31|1888.62
589.44|1178.88
739.87|1479.75
895.99|1791.98
486.88|973.77
201.68|403.35
812.02|1624.04
441.61|883.22
227.96|455.92
148.16|296.32
632.84|1265.68
681.68|1363.36
37.86|75.73
487.05|974.10
438.14|876.29
447.64|895.28
115.28|230.56
80.63|161.26
208.08|416.17
366.92|733.83
89.44|178.89
7.33|14.67
918.82|1837.63
555.72|1111.45
455.49|910.98
785.31|1570.63
964.45|1928.90
439.74|879.49
986.84|1973.68
744.97|1489.94
45.53|91.06
324.45|648.90
101.19|202.38
385.73|771.47
7.81|15.62
250.47|500.94
888.38|1776.77
449.79|899.59
340.46|680.93
239.68|479.36
97.48|194.96
473.08|946.16
574.33|1148.67
928.69|1857.38
559.62|1119.23
434.47|868.93
972.91|1945.81
226.84|453.68
595.38|1190.76
521.93|1043.87
574.70|1149.41
921.19|1842.38
124.63|249.26
454.41|908.81
867.35|1734.71
358.72|717.45
618.22|1236.44
377.16|754.32
559.29|1118.57
86.93|173.87
882.59|1765.18
234.74|469.49
232.85|465.69
627.63|1255.26
200.36|400.72
382.64|765.28
683.16|1366.32
627.84|1255.67
433.76|867.52
967.54|1935.07
0.42|0.85
422.18|844.37
324.72|649.45
364.67|729.34
493.18|986.36
726.48|1452.96
276.65|553.30
546.94|1093.87
787.32|1574.64
852.07|1704.13
576.14|1152.27
768.69|1537.39
865.66|1731.31
893.89|1787.79
999.89|1999.77
995.49|1990.98
283.77|567.54
786.79|1573.57
845.36|1690.71
876.28|1752.56
327.43|654.86
72.36|144.72
38.70|77.41
79.85|159.71
918.69|1837.38
450.45|900.89
188.25|376.49
985.72|1971.45
535.84|1071.68
292.70|585.40
967.03|1934.06
431.52|863.04
34.66|69.31
868.15|1736.30
893.77|1787.55
668.60|1337.21
38.88|77.76
191.56|383.12
465.47|930.94
271.97|543.93
599.45|1198.90
406.56|813.13
673.25|1346.49
16.56|33.12
251.87|503.74
77.50|155.00
946.25|1892.50
249.92|499.84
279.29|558.59
186.41|372.82
465.00|929.99
272.55|545.10
341.22|682.44
411.27|822.54
899.03|1798.05
138.23|276.46
558.83|1117.66
179.65|359.31
261.89|523.79
516.80|1033.60
440.65|881.30
354.91|709.83
469.44|938.88
150.01|300.01
128.99|257.98
70.31|140.62
879.07|1758.13
182.80|365.61
86.35|172.70
682.87|1365.74
785.58|1571.15
313.78|627.57
368.33|736.67
483.33|966.66
323.41|646.81
758.57|1517.14
89.81|179.61
475.31|950.61
73.57|147.15
